,,country,year,life_expectancy
12000,40,Central African Republic,1846,30.0
12001,41,Chad,1846,30.9
12002,42,Channel Islands,1846,
12003,43,Chile,1846,32.0
12004,44,China,1846,32.0
12005,45,Christmas Island,1846,
12006,46,Cocos Island,1846,
12007,47,Colombia,1846,32.0
12008,48,Comoros,1846,32.1
12009,49,"Congo, Dem. Rep.",1846,31.6
12010,50,"Congo, Rep.",1846,32.7
12011,51,Cook Is,1846,
12012,52,Costa Rica,1846,30.21
12013,53,Cote d'Ivoire,1846,31.16
12014,54,Croatia,1846,36.1
12015,55,Cuba,1846,36.08
12016,56,Cyprus,1846,38.51
12017,57,Czech Republic,1846,34.95
12018,58,Czechoslovakia,1846,
12019,59,Denmark,1846,40.43
12020,60,Djibouti,1846,29.9
12021,61,Dominica,1846,
12022,62,Dominican Republic,1846,29.9
12023,63,East Germany,1846,
12024,64,Ecuador,1846,32.9
12025,65,Egypt,1846,33.0
12026,66,El Salvador,1846,28.7
12027,67,Equatorial Guinea,1846,29.8
12028,68,Eritrea,1846,30.2
12029,69,Eritrea and Ethiopia,1846,
12030,70,Estonia,1846,34.94
12031,71,Ethiopia,1846,29.7
12032,72,Faeroe Islands,1846,
12033,73,Falkland Is (Malvinas),1846,
12034,74,Fiji,1846,26.1
12035,75,Finland,1846,38.61
12036,76,France,1846,40.67
12037,77,French Guiana,1846,30.5
12038,78,French Polynesia,1846,25.6
12039,79,Gabon,1846,30.6
12040,80,Gambia,1846,28.8
12041,81,Georgia,1846,31.87
12042,82,Germany,1846,38.37
12043,83,Ghana,1846,28.0
12044,84,Gibraltar,1846,
12045,85,Greece,1846,36.6
12046,86,Greenland,1846,33.87
12047,87,Grenada,1846,37.3
12048,88,Guadeloupe,1846,27.66
12049,89,Guam,1846,27.5
12050,90,Guatemala,1846,25.81
12051,91,Guernsey,1846,
12052,92,Guinea,1846,29.98
12053,93,Guinea-Bissau,1846,32.0
12054,94,Guyana,1846,31.12
12055,95,Haiti,1846,29.0
12056,96,Holy See,1846,
12057,97,Honduras,1846,33.9
12058,98,"Hong Kong, China",1846,34.9
12059,99,Hungary,1846,36.0
12060,100,Iceland,1846,18.31
12061,101,India,1846,25.44
12062,102,Indonesia,1846,30.0
12063,103,Iran,1846,25.6
12064,104,Iraq,1846,31.2
12065,105,Ireland,1846,19.8
12066,106,Isle of Man,1846,
12067,107,Israel,1846,32.0
12068,108,Italy,1846,29.69
12069,109,Jamaica,1846,34.2
12070,110,Japan,1846,36.42
12071,111,Jersey,1846,
12072,112,Jordan,1846,31.7
12073,113,Kazakhstan,1846,26.2
12074,114,Kenya,1846,25.5
12075,115,Kiribati,1846,24.9
12076,116,North Korea,1846,26.0
12077,117,South Korea,1846,25.8
12078,118,"United Korea (former)
",1846,
12079,119,Kosovo,1846,
12080,120,Kuwait,1846,26.0
12081,121,Kyrgyz Republic,1846,23.94
12082,122,Lao,1846,31.9
12083,123,Latvia,1846,33.0
12084,124,Lebanon,1846,29.7
12085,125,Lesotho,1846,32.8
12086,126,Liberia,1846,31.1
12087,127,Libya,1846,33.1
12088,128,Liechtenstein,1846,
12089,129,Lithuania,1846,28.9
12090,130,Luxembourg,1846,36.9
12091,131,"Macao, China",1846,34.7
12092,132,"Macedonia, FYR",1846,36.1
12093,133,Madagascar,1846,30.5
12094,134,Malawi,1846,30.3
12095,135,Malaysia,1846,30.6
12096,136,Maldives,1846,32.65
12097,137,Mali,1846,26.41
12098,138,Malta,1846,28.7
12099,139,Marshall Islands,1846,
12100,140,Martinique,1846,30.15
12101,141,Mauritania,1846,32.0
12102,142,Mauritius,1846,29.99
12103,143,Mayotte,1846,32.5
12104,144,Mexico,1846,26.9
12105,145,"Micronesia, Fed. Sts.",1846,26.7
12106,146,Moldova,1846,33.15
12107,147,Monaco,1846,
12108,148,Mongolia,1846,31.8
12109,149,Montenegro,1846,35.4
12110,150,Montserrat,1846,
12111,151,Morocco,1846,33.1
12112,152,Mozambique,1846,30.28
12113,153,Myanmar,1846,30.8
12114,154,Namibia,1846,32.4
12115,155,Nauru,1846,
12116,156,Nepal,1846,32.8
12117,157,Netherlands,1846,39.86
12118,158,Netherlands Antilles,1846,34.41
12119,159,New Caledonia,1846,26.0
12120,160,New Zealand,1846,34.05
12121,161,Ngorno-Karabakh,1846,
12122,162,Nicaragua,1846,25.4
12123,163,Niger,1846,30.8
12124,164,Nigeria,1846,30.4
12125,165,Niue,1846,
12126,166,Norfolk Island,1846,
12127,167,Northern Cyprus,1846,
12128,168,Northern Mariana Islands,1846,
12129,169,Norway,1846,48.05
12130,170,Oman,1846,32.3
12131,171,Pakistan,1846,25.8
12132,172,Palau,1846,
12133,173,Panama,1846,32.9
12134,174,Papua New Guinea,1846,31.5
12135,175,Paraguay,1846,35.5
12136,176,Peru,1846,35.7
12137,177,Philippines,1846,30.9
12138,178,Pitcairn,1846,
12139,179,Poland,1846,35.9
12140,180,Portugal,1846,35.6
12141,181,Puerto Rico,1846,30.43
12142,182,Qatar,1846,30.8
12143,183,Reunion,1846,33.0
12144,184,Romania,1846,35.7
12145,185,Russia,1846,29.57
12146,186,Rwanda,1846,31.8
12147,187,St. Barth̩lemy,1846,
12148,188,St. Helena,1846,
12149,189,St. Kitts and Nevis,1846,
12150,190,St. Lucia,1846,28.01
12151,191,St. Martin,1846,
12152,192,St. Vincent and the Grenadines,1846,25.99
12153,193,St.-Pierre-et-Miquelon,1846,
12154,194,Samoa,1846,25.4
12155,195,San Marino,1846,
12156,196,Sao Tome and Principe,1846,31.0
12157,197,Saudi Arabia,1846,32.1
12158,198,Senegal,1846,25.2
12159,199,Serbia,1846,35.5
12160,200,Serbia and Montenegro,1846,
12161,201,Serbia excluding Kosovo,1846,
12162,202,Seychelles,1846,37.0
12163,203,Sierra Leone,1846,25.1
12164,204,Singapore,1846,34.0
12165,205,Slovak Republic,1846,36.4
12166,206,Slovenia,1846,36.6
12167,207,Solomon Islands,1846,25.1
12168,208,Somalia,1846,29.4
12169,209,Somaliland,1846,
12170,210,South Africa,1846,33.5
12171,211,South Ossetia,1846,
12172,212,Spain,1846,29.5
12173,213,Sri Lanka,1846,32.6
12174,214,Sudan,1846,31.4
12175,215,Suriname,1846,32.9
12176,216,Svalbard,1846,
12177,217,Swaziland,1846,32.3
12178,218,Sweden,1846,42.04
12179,219,Switzerland,1846,38.0
12180,220,Syria,1846,31.1
12181,221,Taiwan,1846,28.3
12182,222,Tajikistan,1846,24.24
12183,223,Tanzania,1846,32.2
12184,224,Thailand,1846,30.4
12185,225,Timor-Leste,1846,28.95
12186,226,Togo,1846,31.3
12187,227,Tokelau,1846,
12188,228,Tonga,1846,28.2
12189,229,Transnistria,1846,
12190,230,Trinidad and Tobago,1846,38.8
12191,231,Tunisia,1846,28.8
12192,232,Turkey,1846,35.0
12193,233,Turkmenistan,1846,24.0
12194,234,Turks and Caicos Islands,1846,
12195,235,Tuvalu,1846,
12196,236,Uganda,1846,25.3
12197,237,Ukraine,1846,36.6
12198,238,United Arab Emirates,1846,30.7
12199,239,United Kingdom,1846,39.96
12200,240,United States,1846,39.41
12201,241,Uruguay,1846,32.9
12202,242,USSR,1846,
12203,243,Uzbekistan,1846,26.93
12204,244,Wallis et Futuna,1846,
12205,245,Vanuatu,1846,24.3
12206,246,Venezuela,1846,32.2
12207,247,West Bank and Gaza,1846,32.1
12208,248,West Germany,1846,
12209,249,Western Sahara,1846,34.75
12210,250,Vietnam,1846,32.0
12211,251,Virgin Islands (U.S.),1846,33.4
12212,252,North Yemen (former),1846,
12213,253,South Yemen (former),1846,
12214,254,Yemen,1846,23.39
12215,255,Yugoslavia,1846,
12216,256,Zambia,1846,32.6
12217,257,Zimbabwe,1846,33.7
12218,258,��land,1846,
12219,259,South Sudan,1846,26.67
12220,0,Abkhazia,1847,
12221,1,Afghanistan,1847,27.73
12222,2,Akrotiri and Dhekelia,1847,
12223,3,Albania,1847,35.4
12224,4,Algeria,1847,28.82
12225,5,American Samoa,1847,
12226,6,Andorra,1847,
12227,7,Angola,1847,26.98
12228,8,Anguilla,1847,
12229,9,Antigua and Barbuda,1847,33.54
12230,10,Argentina,1847,33.2
12231,11,Armenia,1847,34.0
12232,12,Aruba,1847,34.42
12233,13,Australia,1847,34.05
12234,14,Austria,1847,34.4
12235,15,Azerbaijan,1847,29.17
12236,16,Bahamas,1847,35.18
12237,17,Bahrain,1847,30.3
12238,18,Bangladesh,1847,25.5
12239,19,Barbados,1847,32.12
12240,20,Belarus,1847,36.2
12241,21,Belgium,1847,35.11
12242,22,Belize,1847,26.5
12243,23,Benin,1847,31.0
12244,24,Bermuda,1847,
12245,25,Bhutan,1847,28.8
12246,26,Bolivia,1847,33.0
12247,27,Bosnia and Herzegovina,1847,35.1
12248,28,Botswana,1847,33.6
12249,29,Brazil,1847,31.99
12250,30,British Virgin Islands,1847,
12251,31,Brunei,1847,29.2
12252,32,Bulgaria,1847,37.87
12253,33,Burkina Faso,1847,29.2
12254,34,Burundi,1847,31.5
12255,35,Cambodia,1847,35.0
12256,36,Cameroon,1847,28.75
12257,37,Canada,1847,40.76
12258,38,Cape Verde,1847,33.8
12259,39,Cayman Islands,1847,
12260,40,Central African Republic,1847,30.0
12261,41,Chad,1847,30.9
12262,42,Channel Islands,1847,
12263,43,Chile,1847,32.0
12264,44,China,1847,32.0
12265,45,Christmas Island,1847,
12266,46,Cocos Island,1847,
12267,47,Colombia,1847,32.0
12268,48,Comoros,1847,32.1
12269,49,"Congo, Dem. Rep.",1847,31.6
12270,50,"Congo, Rep.",1847,32.7
12271,51,Cook Is,1847,
12272,52,Costa Rica,1847,30.21
12273,53,Cote d'Ivoire,1847,31.16
12274,54,Croatia,1847,36.1
12275,55,Cuba,1847,36.12
12276,56,Cyprus,1847,38.51
12277,57,Czech Republic,1847,34.95
12278,58,Czechoslovakia,1847,
12279,59,Denmark,1847,40.47
12280,60,Djibouti,1847,29.9
12281,61,Dominica,1847,
12282,62,Dominican Republic,1847,29.9
12283,63,East Germany,1847,
12284,64,Ecuador,1847,32.9
12285,65,Egypt,1847,33.0
12286,66,El Salvador,1847,28.7
12287,67,Equatorial Guinea,1847,29.8
12288,68,Eritrea,1847,30.2
12289,69,Eritrea and Ethiopia,1847,
12290,70,Estonia,1847,34.71
12291,71,Ethiopia,1847,29.7
12292,72,Faeroe Islands,1847,
12293,73,Falkland Is (Malvinas),1847,
12294,74,Fiji,1847,26.1
12295,75,Finland,1847,40.84
12296,76,France,1847,40.41
12297,77,French Guiana,1847,30.5
12298,78,French Polynesia,1847,25.6
12299,79,Gabon,1847,30.6
12300,80,Gambia,1847,28.8
12301,81,Georgia,1847,31.87
12302,82,Germany,1847,38.37
12303,83,Ghana,1847,28.0
12304,84,Gibraltar,1847,
12305,85,Greece,1847,36.6
12306,86,Greenland,1847,33.87
12307,87,Grenada,1847,37.3
12308,88,Guadeloupe,1847,27.66
12309,89,Guam,1847,27.5
12310,90,Guatemala,1847,25.81
12311,91,Guernsey,1847,
12312,92,Guinea,1847,29.99
12313,93,Guinea-Bissau,1847,32.0
12314,94,Guyana,1847,31.12
12315,95,Haiti,1847,29.0
12316,96,Holy See,1847,
12317,97,Honduras,1847,33.9
12318,98,"Hong Kong, China",1847,34.9
12319,99,Hungary,1847,36.0
12320,100,Iceland,1847,32.94
12321,101,India,1847,25.44
12322,102,Indonesia,1847,30.0
12323,103,Iran,1847,25.6
12324,104,Iraq,1847,31.2
12325,105,Ireland,1847,24.0
12326,106,Isle of Man,1847,
12327,107,Israel,1847,32.0
12328,108,Italy,1847,29.69
12329,109,Jamaica,1847,34.2
12330,110,Japan,1847,36.42
12331,111,Jersey,1847,
12332,112,Jordan,1847,31.7
12333,113,Kazakhstan,1847,26.2
12334,114,Kenya,1847,25.5
12335,115,Kiribati,1847,24.9
12336,116,North Korea,1847,26.0
12337,117,South Korea,1847,25.8
12338,118,"United Korea (former)
",1847,
12339,119,Kosovo,1847,
12340,120,Kuwait,1847,26.0
12341,121,Kyrgyz Republic,1847,23.94
12342,122,Lao,1847,31.9
12343,123,Latvia,1847,33.0
12344,124,Lebanon,1847,29.7
12345,125,Lesotho,1847,32.8
12346,126,Liberia,1847,31.1
12347,127,Libya,1847,33.1
12348,128,Liechtenstein,1847,
12349,129,Lithuania,1847,28.9
12350,130,Luxembourg,1847,36.9
12351,131,"Macao, China",1847,34.7
12352,132,"Macedonia, FYR",1847,36.1
12353,133,Madagascar,1847,30.5
12354,134,Malawi,1847,30.3
12355,135,Malaysia,1847,30.6
12356,136,Maldives,1847,32.65
12357,137,Mali,1847,26.41
12358,138,Malta,1847,28.7
12359,139,Marshall Islands,1847,
12360,140,Martinique,1847,30.15
12361,141,Mauritania,1847,32.0
12362,142,Mauritius,1847,33.21
12363,143,Mayotte,1847,32.5
12364,144,Mexico,1847,26.9
12365,145,"Micronesia, Fed. Sts.",1847,26.7
12366,146,Moldova,1847,33.15
12367,147,Monaco,1847,
12368,148,Mongolia,1847,31.8
12369,149,Montenegro,1847,35.4
12370,150,Montserrat,1847,
12371,151,Morocco,1847,33.1
12372,152,Mozambique,1847,30.28
12373,153,Myanmar,1847,30.8
12374,154,Namibia,1847,32.4
12375,155,Nauru,1847,
12376,156,Nepal,1847,32.8
12377,157,Netherlands,1847,39.86
12378,158,Netherlands Antilles,1847,34.41
12379,159,New Caledonia,1847,26.0
12380,160,New Zealand,1847,34.05
12381,161,Ngorno-Karabakh,1847,
12382,162,Nicaragua,1847,25.4
12383,163,Niger,1847,30.8
12384,164,Nigeria,1847,30.4
12385,165,Niue,1847,
12386,166,Norfolk Island,1847,
12387,167,Northern Cyprus,1847,
12388,168,Northern Mariana Islands,1847,
12389,169,Norway,1847,44.77
12390,170,Oman,1847,32.3
12391,171,Pakistan,1847,25.8
12392,172,Palau,1847,
12393,173,Panama,1847,32.9
12394,174,Papua New Guinea,1847,31.5
12395,175,Paraguay,1847,35.5
12396,176,Peru,1847,35.7
12397,177,Philippines,1847,30.9
12398,178,Pitcairn,1847,
12399,179,Poland,1847,35.9
12400,180,Portugal,1847,35.6
12401,181,Puerto Rico,1847,30.43
12402,182,Qatar,1847,30.8
12403,183,Reunion,1847,33.0
12404,184,Romania,1847,35.7
12405,185,Russia,1847,29.57
12406,186,Rwanda,1847,31.8
12407,187,St. Barth̩lemy,1847,
12408,188,St. Helena,1847,
12409,189,St. Kitts and Nevis,1847,
12410,190,St. Lucia,1847,28.01
12411,191,St. Martin,1847,
12412,192,St. Vincent and the Grenadines,1847,25.99
12413,193,St.-Pierre-et-Miquelon,1847,
12414,194,Samoa,1847,25.4
12415,195,San Marino,1847,
12416,196,Sao Tome and Principe,1847,31.0
12417,197,Saudi Arabia,1847,32.1
12418,198,Senegal,1847,25.2
12419,199,Serbia,1847,35.5
12420,200,Serbia and Montenegro,1847,
12421,201,Serbia excluding Kosovo,1847,
12422,202,Seychelles,1847,37.0
12423,203,Sierra Leone,1847,25.1
12424,204,Singapore,1847,34.0
12425,205,Slovak Republic,1847,36.4
12426,206,Slovenia,1847,36.6
12427,207,Solomon Islands,1847,25.1
12428,208,Somalia,1847,29.4
12429,209,Somaliland,1847,
12430,210,South Africa,1847,33.5
12431,211,South Ossetia,1847,
12432,212,Spain,1847,29.5
12433,213,Sri Lanka,1847,32.6
12434,214,Sudan,1847,31.4
12435,215,Suriname,1847,32.9
12436,216,Svalbard,1847,
12437,217,Swaziland,1847,32.3
12438,218,Sweden,1847,40.12
12439,219,Switzerland,1847,38.0
12440,220,Syria,1847,31.1
12441,221,Taiwan,1847,28.3
12442,222,Tajikistan,1847,24.24
12443,223,Tanzania,1847,32.2
12444,224,Thailand,1847,30.4
12445,225,Timor-Leste,1847,28.95
12446,226,Togo,1847,31.3
12447,227,Tokelau,1847,
12448,228,Tonga,1847,28.2
12449,229,Transnistria,1847,
12450,230,Trinidad and Tobago,1847,38.8
12451,231,Tunisia,1847,28.8
12452,232,Turkey,1847,35.0
12453,233,Turkmenistan,1847,24.0
12454,234,Turks and Caicos Islands,1847,
12455,235,Tuvalu,1847,
12456,236,Uganda,1847,25.3
12457,237,Ukraine,1847,36.6
12458,238,United Arab Emirates,1847,30.7
12459,239,United Kingdom,1847,38.33
12460,240,United States,1847,39.41
12461,241,Uruguay,1847,32.9
12462,242,USSR,1847,
12463,243,Uzbekistan,1847,26.93
12464,244,Wallis et Futuna,1847,
12465,245,Vanuatu,1847,24.3
12466,246,Venezuela,1847,32.2
12467,247,West Bank and Gaza,1847,32.1
12468,248,West Germany,1847,
12469,249,Western Sahara,1847,34.75
12470,250,Vietnam,1847,32.0
12471,251,Virgin Islands (U.S.),1847,33.4
12472,252,North Yemen (former),1847,
12473,253,South Yemen (former),1847,
12474,254,Yemen,1847,23.39
12475,255,Yugoslavia,1847,
12476,256,Zambia,1847,32.6
12477,257,Zimbabwe,1847,33.7
12478,258,��land,1847,
12479,259,South Sudan,1847,26.67
12480,0,Abkhazia,1848,
12481,1,Afghanistan,1848,27.72
12482,2,Akrotiri and Dhekelia,1848,
12483,3,Albania,1848,35.4
12484,4,Algeria,1848,28.82
12485,5,American Samoa,1848,
12486,6,Andorra,1848,
12487,7,Angola,1848,26.98
12488,8,Anguilla,1848,
12489,9,Antigua and Barbuda,1848,33.54
12490,10,Argentina,1848,33.2
12491,11,Armenia,1848,34.0
12492,12,Aruba,1848,34.42
12493,13,Australia,1848,34.05
12494,14,Austria,1848,34.4
12495,15,Azerbaijan,1848,29.17
12496,16,Bahamas,1848,35.18
12497,17,Bahrain,1848,30.3
12498,18,Bangladesh,1848,25.5
12499,19,Barbados,1848,32.12
12500,20,Belarus,1848,36.2
12501,21,Belgium,1848,38.04
12502,22,Belize,1848,26.5
12503,23,Benin,1848,31.0
12504,24,Bermuda,1848,
12505,25,Bhutan,1848,28.8
12506,26,Bolivia,1848,33.0
12507,27,Bosnia and Herzegovina,1848,35.1
12508,28,Botswana,1848,33.6
12509,29,Brazil,1848,31.99
12510,30,British Virgin Islands,1848,
12511,31,Brunei,1848,29.2
12512,32,Bulgaria,1848,37.91
12513,33,Burkina Faso,1848,29.2
12514,34,Burundi,1848,31.5
12515,35,Cambodia,1848,35.0
12516,36,Cameroon,1848,28.75
12517,37,Canada,1848,40.84
12518,38,Cape Verde,1848,33.8
12519,39,Cayman Islands,1848,
12520,40,Central African Republic,1848,30.0
12521,41,Chad,1848,30.9
12522,42,Channel Islands,1848,
12523,43,Chile,1848,32.0
12524,44,China,1848,32.0
12525,45,Christmas Island,1848,
12526,46,Cocos Island,1848,
12527,47,Colombia,1848,32.0
12528,48,Comoros,1848,32.1
12529,49,"Congo, Dem. Rep.",1848,31.6
12530,50,"Congo, Rep.",1848,32.7
12531,51,Cook Is,1848,
12532,52,Costa Rica,1848,30.21
12533,53,Cote d'Ivoire,1848,31.16
12534,54,Croatia,1848,36.1
12535,55,Cuba,1848,36.16
12536,56,Cyprus,1848,38.51
12537,57,Czech Republic,1848,34.95
12538,58,Czechoslovakia,1848,
12539,59,Denmark,1848,40.73
12540,60,Djibouti,1848,29.9
12541,61,Dominica,1848,
12542,62,Dominican Republic,1848,29.9
12543,63,East Germany,1848,
12544,64,Ecuador,1848,32.9
12545,65,Egypt,1848,33.0
12546,66,El Salvador,1848,28.7
12547,67,Equatorial Guinea,1848,29.8
12548,68,Eritrea,1848,30.2
12549,69,Eritrea and Ethiopia,1848,
12550,70,Estonia,1848,34.48
12551,71,Ethiopia,1848,29.7
12552,72,Faeroe Islands,1848,
12553,73,Falkland Is (Malvinas),1848,
12554,74,Fiji,1848,26.1
12555,75,Finland,1848,40.19
12556,76,France,1848,40.29
12557,77,French Guiana,1848,30.5
12558,78,French Polynesia,1848,25.6
12559,79,Gabon,1848,30.6
12560,80,Gambia,1848,28.8
12561,81,Georgia,1848,31.87
12562,82,Germany,1848,38.37
12563,83,Ghana,1848,28.0
12564,84,Gibraltar,1848,
12565,85,Greece,1848,36.6
12566,86,Greenland,1848,33.87
12567,87,Grenada,1848,37.3
12568,88,Guadeloupe,1848,27.66
12569,89,Guam,1848,27.5
12570,90,Guatemala,1848,25.81
12571,91,Guernsey,1848,
12572,92,Guinea,1848,30.0
12573,93,Guinea-Bissau,1848,32.0
12574,94,Guyana,1848,31.12
12575,95,Haiti,1848,29.0
12576,96,Holy See,1848,
12577,97,Honduras,1848,33.9
12578,98,"Hong Kong, China",1848,34.9
12579,99,Hungary,1848,36.0
12580,100,Iceland,1848,41.39
12581,101,India,1848,25.44
12582,102,Indonesia,1848,30.0
12583,103,Iran,1848,25.6
12584,104,Iraq,1848,31.2
12585,105,Ireland,1848,14.9
12586,106,Isle of Man,1848,
12587,107,Israel,1848,32.0
12588,108,Italy,1848,29.69
12589,109,Jamaica,1848,34.2
12590,110,Japan,1848,36.42
12591,111,Jersey,1848,
12592,112,Jordan,1848,31.7
12593,113,Kazakhstan,1848,26.2
12594,114,Kenya,1848,25.5
12595,115,Kiribati,1848,24.9
12596,116,North Korea,1848,26.0
12597,117,South Korea,1848,25.8
12598,118,"United Korea (former)
",1848,
12599,119,Kosovo,1848,
12600,120,Kuwait,1848,26.0
12601,121,Kyrgyz Republic,1848,23.94
12602,122,Lao,1848,31.9
12603,123,Latvia,1848,33.0
12604,124,Lebanon,1848,29.7
12605,125,Lesotho,1848,32.8
12606,126,Liberia,1848,31.1
12607,127,Libya,1848,33.1
12608,128,Liechtenstein,1848,
12609,129,Lithuania,1848,28.9
12610,130,Luxembourg,1848,36.9
12611,131,"Macao, China",1848,34.7
12612,132,"Macedonia, FYR",1848,36.1
12613,133,Madagascar,1848,30.5
12614,134,Malawi,1848,30.3
12615,135,Malaysia,1848,30.6
12616,136,Maldives,1848,32.65
12617,137,Mali,1848,26.41
12618,138,Malta,1848,28.7
12619,139,Marshall Islands,1848,
12620,140,Martinique,1848,30.15
12621,141,Mauritania,1848,32.0
12622,142,Mauritius,1848,36.19
12623,143,Mayotte,1848,32.5
12624,144,Mexico,1848,26.9
12625,145,"Micronesia, Fed. Sts.",1848,26.7
12626,146,Moldova,1848,33.15
12627,147,Monaco,1848,
12628,148,Mongolia,1848,31.8
12629,149,Montenegro,1848,35.4
12630,150,Montserrat,1848,
12631,151,Morocco,1848,33.1
12632,152,Mozambique,1848,30.28
12633,153,Myanmar,1848,30.8
12634,154,Namibia,1848,32.4
12635,155,Nauru,1848,
12636,156,Nepal,1848,32.8
12637,157,Netherlands,1848,39.86
12638,158,Netherlands Antilles,1848,34.41
12639,159,New Caledonia,1848,26.0
12640,160,New Zealand,1848,34.05
12641,161,Ngorno-Karabakh,1848,
12642,162,Nicaragua,1848,25.4
12643,163,Niger,1848,30.8
12644,164,Nigeria,1848,30.4
12645,165,Niue,1848,
12646,166,Norfolk Island,1848,
12647,167,Northern Cyprus,1848,
12648,168,Northern Mariana Islands,1848,
12649,169,Norway,1848,45.02
12650,170,Oman,1848,32.3
12651,171,Pakistan,1848,25.8
12652,172,Palau,1848,
12653,173,Panama,1848,32.9
12654,174,Papua New Guinea,1848,31.5
12655,175,Paraguay,1848,35.5
12656,176,Peru,1848,35.7
12657,177,Philippines,1848,30.9
12658,178,Pitcairn,1848,
12659,179,Poland,1848,35.9
12660,180,Portugal,1848,35.6
12661,181,Puerto Rico,1848,30.43
12662,182,Qatar,1848,30.8
12663,183,Reunion,1848,33.0
12664,184,Romania,1848,35.7
12665,185,Russia,1848,18.0
12666,186,Rwanda,1848,31.8
12667,187,St. Barth̩lemy,1848,
12668,188,St. Helena,1848,
12669,189,St. Kitts and Nevis,1848,
12670,190,St. Lucia,1848,28.01
12671,191,St. Martin,1848,
12672,192,St. Vincent and the Grenadines,1848,25.99
12673,193,St.-Pierre-et-Miquelon,1848,
12674,194,Samoa,1848,25.4
12675,195,San Marino,1848,
12676,196,Sao Tome and Principe,1848,31.0
12677,197,Saudi Arabia,1848,32.1
12678,198,Senegal,1848,25.2
12679,199,Serbia,1848,35.5
12680,200,Serbia and Montenegro,1848,
12681,201,Serbia excluding Kosovo,1848,
12682,202,Seychelles,1848,37.0
12683,203,Sierra Leone,1848,25.1
12684,204,Singapore,1848,34.0
12685,205,Slovak Republic,1848,36.4
12686,206,Slovenia,1848,36.6
12687,207,Solomon Islands,1848,25.1
12688,208,Somalia,1848,29.4
12689,209,Somaliland,1848,
12690,210,South Africa,1848,33.5
12691,211,South Ossetia,1848,
12692,212,Spain,1848,29.5
12693,213,Sri Lanka,1848,32.6
12694,214,Sudan,1848,31.4
12695,215,Suriname,1848,32.9
12696,216,Svalbard,1848,
12697,217,Swaziland,1848,32.3
12698,218,Sweden,1848,45.13
12699,219,Switzerland,1848,38.0
12700,220,Syria,1848,31.1
12701,221,Taiwan,1848,28.3
12702,222,Tajikistan,1848,24.24
12703,223,Tanzania,1848,32.2
12704,224,Thailand,1848,30.4
12705,225,Timor-Leste,1848,28.95
12706,226,Togo,1848,31.3
12707,227,Tokelau,1848,
12708,228,Tonga,1848,28.2
12709,229,Transnistria,1848,
12710,230,Trinidad and Tobago,1848,38.8
12711,231,Tunisia,1848,28.8
12712,232,Turkey,1848,35.0
12713,233,Turkmenistan,1848,24.0
12714,234,Turks and Caicos Islands,1848,
12715,235,Tuvalu,1848,
12716,236,Uganda,1848,25.3
12717,237,Ukraine,1848,36.6
12718,238,United Arab Emirates,1848,30.7
12719,239,United Kingdom,1848,39.5
12720,240,United States,1848,39.41
12721,241,Uruguay,1848,32.9
12722,242,USSR,1848,
12723,243,Uzbekistan,1848,26.93
12724,244,Wallis et Futuna,1848,
12725,245,Vanuatu,1848,24.3
12726,246,Venezuela,1848,32.2
12727,247,West Bank and Gaza,1848,32.1
12728,248,West Germany,1848,
12729,249,Western Sahara,1848,34.75
12730,250,Vietnam,1848,32.0
